Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
0.2572227692307692,-0.08594953846153845,0.10336576223776223,0.08583787490145457,0.13408279496740882,-0.21565666977905562,-0.8273197655484248,1.9183875850238035,1.2971683472810966,7_OR3
0.2993630769230769,-0.1710646153846154,0.09312464335664333,0.10739297059358924,0.14173549963621496,-0.2005773969954887,-0.42057567251354255,2.112124892432992,1.5219977712387536,7_OR3
0.30332676923076923,-0.08323753846153846,0.10432876456876457,0.1151724528765578,0.15496837810005215,0.08034977474407264,-1.3443835371917197,1.9573462208847054,1.4853849630119054,7_OR3
0.46625538461538457,-0.18253846153846154,0.09737491841491841,0.1495367670706587,0.17781239631592208,0.3379349213852777,-0.23706844657120785,2.6221759240395213,1.82605951522605,7_OR3
0.5244590769230769,-0.22530461538461538,0.09463763170163171,0.16475315969429352,0.1892768003451827,0.3216607020314248,-0.45805504464080693,2.770857685498829,2.000016240282979,7_OR3
0.4652123076923077,-0.29873723076923075,0.07832137995337995,0.19345263865469794,0.20779832177368304,-0.05506083058118278,-0.9802674733324643,2.2387683582881817,2.653149394167633,7_OR3
0.3577753846153846,-0.12037107692307693,0.13423451748251747,0.12616813948498448,0.1837838763099808,-0.047847471394380996,-1.1022778417414782,1.946718024447038,1.36912531706993,7_OR3
0.22447015384615385,-0.13455692307692307,0.08733609324009321,0.07547437227021375,0.11518001064126629,-0.5702213442724685,0.555069646012686,1.9488638054156548,1.3188134065560746,7_OR3
0.545112,-0.47001046153846154,0.0719744149184149,0.29587169222341003,0.30304476839119626,-0.07127074088251385,-1.2075087563978337,1.798783733815601,4.210451293486808,7_OR3
0.6915600000000001,-0.3323243076923077,0.1281846713286713,0.17467097693204806,0.21594693522034958,0.8251671869240083,1.9230581507268685,3.202453414281341,1.6846549043812877,7_OR3
0.5192436923076923,-0.2426196923076923,0.10834303030303029,0.15627227983959496,0.18950609656894493,0.15671094796740515,0.15741654120776793,2.7399841045155204,1.7491304797263416,7_OR3
0.3550633846153846,-0.1704387692307692,0.07948246153846154,0.12472018248795194,0.14736167462472868,-0.03889892740040844,-0.9057212354629738,2.409468985199776,1.854014983587548,7_OR3
0.5688941538461538,-0.2374043076923077,0.12023621445221444,0.18785436928854082,0.2222376073347152,0.3448184510150552,-0.48854176397205595,2.5598464664413627,1.848341685965498,7_OR3
0.7236867692307692,-0.39908123076923074,0.08298045687645689,0.2693446957385161,0.28053436110181523,0.27851064391396996,-0.9037413580488423,2.579672473590924,3.3807280854030592,7_OR3
0.28955815384615385,-0.1178676923076923,0.09502957575757576,0.10928214942321635,0.14440421132141124,-0.08090341421997932,-1.131204855709666,2.0051918929266033,1.519571251057588,7_OR3
0.427452923076923,-0.1462393846153846,0.11769700699300702,0.15112947026803,0.19095023956064824,0.031693652611060844,-0.9747462390231982,2.2385566211408627,1.6223882360236532,7_OR3
0.8248652307692308,-0.35694092307692304,0.11150386946386948,0.28179838962589127,0.3017305432525969,0.4165097498746366,-0.4180159290672294,2.733781014932539,2.7060096183511053,7_OR3
1.1555206153846154,-0.965472,0.046830993006993005,0.6059637943779729,0.6047117087413313,0.12637307752369262,-1.3141771912268698,1.9108619837868819,12.912639043358169,7_OR3
0.5755698461538461,-0.19735015384615384,0.12742396270396272,0.1886927552446508,0.22689684029089144,0.2887115950247739,-0.7412004877688605,2.5367027827092743,1.7806449860457465,7_OR3
0.5411483076923076,-0.30290953846153845,0.11504822377622377,0.19915204983019819,0.22912226242786274,0.08966400066119652,-0.5868347642663823,2.361832071480543,1.991532375793305,7_OR3
0.16876984615384616,-0.049233230769230765,0.0833028624708625,0.05615265265349504,0.10030272974776483,-0.700621027092567,-0.30533676458745074,1.6826047165242486,1.2040730266963937,7_OR3
0.5204953846153846,-0.22447015384615385,0.09822623776223775,0.17325194753239093,0.19839716931521054,0.39039687811825535,-0.513199005417408,2.6235020711834305,2.0197981092937947,7_OR3
0.5075612307692308,-0.1881710769230769,0.1091753846153846,0.17256921399059347,0.20346643161163047,0.4155965703749724,-0.5627244373504441,2.494569874494313,1.8636658100946935,7_OR3
0.43642338461538455,-0.3246055384615385,0.08840234965034964,0.2143939455971041,0.2309013832523843,-0.1217016136254162,-1.277175646572651,1.890085622130538,2.6119371732272847,7_OR3
0.36611999999999995,-0.1476996923076923,0.11014049417249416,0.11816922780809269,0.1611019698565411,-0.24094817822163084,-0.36224173407779947,2.27259791004433,1.4626951791612148,7_OR3
